xpath,label-key,index,comment
/F01_2014/@LG,,,Unlabeled
/F01_2014/@CATEGORY,,,Unlabeled
/F01_2014/LEGAL_BASIS,,,This element is foreseen but not in use.
/F01_2014/NOTICE,,,Unlabeled
/F01_2014/CONTRACTING_BODY,ca,I,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY,name_address_contact,I.1,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/OFFICIALNAME,name_official,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/NATIONALID,national_id,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/ADDRESS,address_postal,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/TOWN,address_town,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/POSTAL_CODE,address_postcode,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/COUNTRY,address_country,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/CONTACT_POINT,contactpoint,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/PHONE,address_phone,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/E_MAIL,address_email,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/FAX,address_fax,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/NUTS,nutscode,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_GENERAL,url_general,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_BUYER,url_buyerprofile,,
/F01_2014/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY_ADDITIONAL,,,Footnote 1: Please repeat as many times as needed.
/F01_2014/CONTRACTING_BODY/JOINT_PROCUREMENT_INVOLVED,joint_procurement_involves,,
/F01_2014/CONTRACTING_BODY/PROCUREMENT_LAW,joint_national_law,,
/F01_2014/CONTRACTING_BODY/CENTRAL_PURCHASING,joint_procurement_central,,
/F01_2014/CONTRACTING_BODY/DOCUMENT_FULL,address_obtain_docs,,
/F01_2014/CONTRACTING_BODY/DOCUMENT_RESTRICTED,docs_restricted,,
/F01_2014/CONTRACTING_BODY/URL_DOCUMENT,,,The two pairs of radio buttons and text boxes are implemented as three elements.
/F01_2014/CONTRACTING_BODY/ADDRESS_FURTHER_INFO_IDEM,as_contacts_above,,
/F01_2014/CONTRACTING_BODY/ADDRESS_FURTHER_INFO,address_another,,
/F01_2014/CONTRACTING_BODY/URL_PARTICIPATION,address_send_tenders,,
/F01_2014/CONTRACTING_BODY/ADDRESS_PARTICIPATION_IDEM,address_to_above,,
/F01_2014/CONTRACTING_BODY/ADDRESS_PARTICIPATION,address_following,,
/F01_2014/CONTRACTING_BODY/URL_TOOL,url_communication_tools,,
/F01_2014/CONTRACTING_BODY/CA_TYPE,ca_type,I.4,
/F01_2014/CONTRACTING_BODY/CA_TYPE_OTHER,other_type,,
/F01_2014/CONTRACTING_BODY/CA_ACTIVITY,mainactivity,I.5,
/F01_2014/CONTRACTING_BODY/CA_ACTIVITY_OTHER,other_activity,,
/F01_2014/OBJECT_CONTRACT,object,II,
/F01_2014/OBJECT_CONTRACT/@ITEM,,,Index
/F01_2014/OBJECT_CONTRACT/TITLE,title_contract,II.1.1,
/F01_2014/OBJECT_CONTRACT/REFERENCE_NUMBER,fileref,,
/F01_2014/OBJECT_CONTRACT/CPV_MAIN,,II.1.2,Unlabeled
/F01_2014/OBJECT_CONTRACT/CPV_MAIN/CPV_CODE,cpv_main,II.1.2,
/F01_2014/OBJECT_CONTRACT/CPV_MAIN/CPV_SUPPLEMENTARY_CODE,cpv_supplem,,
/F01_2014/OBJECT_CONTRACT/TYPE_CONTRACT,type_contract,II.1.3,
/F01_2014/OBJECT_CONTRACT/TYPE_CONTRACT/@CTYPE,,,Labeled values
/F01_2014/OBJECT_CONTRACT/SHORT_DESCR,descr_short,II.1.4,
/F01_2014/OBJECT_CONTRACT/VAL_ESTIMATED_TOTAL,value_excl_vat,,
/F01_2014/OBJECT_CONTRACT/VAL_ESTIMATED_TOTAL/@CURRENCY,currency,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION,_yes,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION/LOT_ALL,lots_all,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION/LOT_MAX_NUMBER,lots_max,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION/LOT_ONE_ONLY,lot_one_only,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION/LOT_MAX_ONE_TENDERER,lots_max_awarded,,
/F01_2014/OBJECT_CONTRACT/LOT_DIVISION/LOT_COMBINING_CONTRACT_RIGHT,lots_combination_possible,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR,description,II.2,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/@ITEM,,,Index
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/TITLE,title_contract,II.2.1,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/LOT_NO,lot_number,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/CPV_ADDITIONAL,cpv_additional,II.2.2,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/NUTS,nutscode,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/MAIN_SITE,mainsiteplace_works_delivery,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/SHORT_DESCR,descr_procurement,II.2.4,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC,award_criteria,II.2.5,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_QUALITY,award_criterion_quality,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_QUALITY/AC_CRITERION,award_criterion_name,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_QUALITY/AC_WEIGHTING,weighting,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_COST,award_lowest_cost,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_PRICE,price,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_PRICE/AC_WEIGHTING,weighting,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_PROCUREMENT_DOC,award_criteria_descriptive,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/VAL_OBJECT,value_excl_vat,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/VAL_OBJECT/@CURRENCY,currency,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/DURATION,,,The two text boxes are implemented as one element with one attribute.
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/DATE_START,starting,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/DATE_END,end,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/RENEWAL,renewals_subject,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/RENEWAL_DESCR,renewals_descr,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/ACCEPTED_VARIANTS,variants_accepted,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/OPTIONS,options,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/OPTIONS_DESCR,options_descr,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/EU_PROGR_RELATED,eu_progr_ref,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/NO_EU_PROGR_RELATED,_no,,
/F01_2014/OBJECT_CONTRACT/OBJECT_DESCR/INFO_ADD,info_additional,II.2.14,
/F01_2014/OBJECT_CONTRACT/NO_LOT_DIVISION,_no,,
/F01_2014/OBJECT_CONTRACT/DATE_PUBLICATION_NOTICE,date_of_contract_notice,II.3,
/F01_2014/LEFTI,info_legal,III,
/F01_2014/LEFTI/SUITABILITY,info_evaluating_requir,,
/F01_2014/LEFTI/ECONOMIC_CRITERIA_DOC,criteria_selection_docs,,
/F01_2014/LEFTI/ECONOMIC_FINANCIAL_INFO,info_evaluating_weth_requir,,
/F01_2014/LEFTI/ECONOMIC_FINANCIAL_MIN_LEVEL,criteria_selection_docs,,
/F01_2014/LEFTI/TECHNICAL_CRITERIA_DOC,criteria_selection_docs,,
/F01_2014/LEFTI/TECHNICAL_PROFESSIONAL_INFO,info_evaluating_weth_requir,,
/F01_2014/LEFTI/TECHNICAL_PROFESSIONAL_MIN_LEVEL,min_standards_required,,
/F01_2014/LEFTI/RESTRICTED_SHELTERED_WORKSHOP,restricted_sheltered_workshop,,
/F01_2014/LEFTI/RESTRICTED_SHELTERED_PROGRAM,restricted_sheltered_program,,
/F01_2014/LEFTI/PARTICULAR_PROFESSION,particular_profession_reserved,,
/F01_2014/LEFTI/PARTICULAR_PROFESSION/@CTYPE,,,Unlabeled
/F01_2014/LEFTI/REFERENCE_TO_LAW,ref_law_reg_prov,,
/F01_2014/LEFTI/PERFORMANCE_CONDITIONS,other_conditions,III.2.2,
/F01_2014/LEFTI/PERFORMANCE_STAFF_QUALIFICATION,staff_responsible_indicate,,
/F01_2014/PROCEDURE,procedure,IV,
/F01_2014/PROCEDURE/PT_RESTRICTED,proctype_restricted,,
/F01_2014/PROCEDURE/PT_COMPETITIVE_NEGOTIATION,proctype_comp_negotiation,,
/F01_2014/PROCEDURE/FRAMEWORK,notice_involves_framework,,
/F01_2014/PROCEDURE/FRAMEWORK/SEVERAL_OPERATORS,framework_several,,
/F01_2014/PROCEDURE/FRAMEWORK/NB_PARTICIPANTS,framework_particip_envis,,
/F01_2014/PROCEDURE/FRAMEWORK/SINGLE_OPERATOR,framework_single,,
/F01_2014/PROCEDURE/FRAMEWORK/JUSTIFICATION,framework_just_four,,
/F01_2014/PROCEDURE/DPS,notice_involves_dps,,
/F01_2014/PROCEDURE/DPS_ADDITIONAL_PURCHASERS,dps_purchasers,,
/F01_2014/PROCEDURE/EAUCTION_USED,eauction_will_used,,
/F01_2014/PROCEDURE/INFO_ADD_EAUCTION,eauction_info_addit,,
/F01_2014/PROCEDURE/CONTRACT_COVERED_GPA,_yes,,
/F01_2014/PROCEDURE/NO_CONTRACT_COVERED_GPA,_no,,
/F01_2014/PROCEDURE/DATE_RECEIPT_TENDERS,date,,
/F01_2014/PROCEDURE/TIME_RECEIPT_TENDERS,time,,
/F01_2014/PROCEDURE/LANGUAGES,languages_allowed,IV.2.4,
/F01_2014/PROCEDURE/LANGUAGES/LANGUAGE,,,Footnote 1: Please repeat as many times as needed.
/F01_2014/PROCEDURE/DATE_AWARD_SCHEDULED,award_scheduled,IV.2.5,
/F01_2014/COMPLEMENTARY_INFO,info_complement,VI,
/F01_2014/COMPLEMENTARY_INFO/EORDERING,eordering_used,,
/F01_2014/COMPLEMENTARY_INFO/EINVOICING,einvoicing_used,,
/F01_2014/COMPLEMENTARY_INFO/EPAYMENT,epayment_used,,
/F01_2014/COMPLEMENTARY_INFO/INFO_ADD,info_additional,VI.3,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY,appeals_body,VI.4.1,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/OFFICIALNAME,name_official,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/ADDRESS,address_postal,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/TOWN,address_town,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/POSTAL_CODE,address_postcode,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/COUNTRY,address_country,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/PHONE,address_phone,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/E_MAIL,address_email,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/FAX,address_fax,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/URL,internet,,
/F01_2014/COMPLEMENTARY_INFO/ADDRESS_MEDIATION_BODY,mediation_body,VI.4.2,
